
Loan repayment schedule
Schedule created on Monday 11/27/23
by: Richard Ay, November 2023

 Loan Amount    : $260,000.00
 Interest Rate  : 0.07
 Period (years) : 30.00
 Monthly Payment: $1,817.96

  Month	Begin_Balance	Payment		Interest	Principal	End_Balance
  1	260,000.00	 1,817.96	 1,625.00	   192.96	259,807.04
  2	259,807.04	 1,817.96	 1,623.79	   194.16	259,612.88
  3	259,612.88	 1,817.96	 1,622.58	   195.38	259,417.50
  4	259,417.50	 1,817.96	 1,621.36	   196.60	259,220.90
  5	259,220.90	 1,817.96	 1,620.13	   197.83	259,023.08
  6	259,023.08	 1,817.96	 1,618.89	   199.06	258,824.01
  7	258,824.01	 1,817.96	 1,617.65	   200.31	258,623.70
  8	258,623.70	 1,817.96	 1,616.40	   201.56	258,422.15
  9	258,422.15	 1,817.96	 1,615.14	   202.82	258,219.33
  10	258,219.33	 1,817.96	 1,613.87	   204.09	258,015.24
  11	258,015.24	 1,817.96	 1,612.60	   205.36	257,809.88
  12	257,809.88	 1,817.96	 1,611.31	   206.65	257,603.23
  13	257,603.23	 1,817.96	 1,610.02	   207.94	257,395.29
  14	257,395.29	 1,817.96	 1,608.72	   209.24	257,186.06
  15	257,186.06	 1,817.96	 1,607.41	   210.54	256,975.51
  16	256,975.51	 1,817.96	 1,606.10	   211.86	256,763.65
  17	256,763.65	 1,817.96	 1,604.77	   213.18	256,550.47
  18	256,550.47	 1,817.96	 1,603.44	   214.52	256,335.95
  19	256,335.95	 1,817.96	 1,602.10	   215.86	256,120.09
  20	256,120.09	 1,817.96	 1,600.75	   217.21	255,902.88
  21	255,902.88	 1,817.96	 1,599.39	   218.56	255,684.32
  22	255,684.32	 1,817.96	 1,598.03	   219.93	255,464.39
  23	255,464.39	 1,817.96	 1,596.65	   221.31	255,243.08
  24	255,243.08	 1,817.96	 1,595.27	   222.69	255,020.39
  25	255,020.39	 1,817.96	 1,593.88	   224.08	254,796.31
  26	254,796.31	 1,817.96	 1,592.48	   225.48	254,570.83
  27	254,570.83	 1,817.96	 1,591.07	   226.89	254,343.94
  28	254,343.94	 1,817.96	 1,589.65	   228.31	254,115.63
  29	254,115.63	 1,817.96	 1,588.22	   229.74	253,885.90
  30	253,885.90	 1,817.96	 1,586.79	   231.17	253,654.73
